Code,GEOG,Name,Pre_1900,1900_1918,1919_1929,1930_1939,1945_1954,1955_1964,1965_1972,1973_1982,1983_1992,1993_1999,2000_2009,2010_Present,UNKNOWN,Year
E01009077,LSOA,Birmingham 095C,0,0,30,370,160,90,30,30,20,0,0,0,0,2017
E01009083,LSOA,Birmingham 038D,0,0,0,210,0,260,10,0,50,20,0,40,0,2017
E01009085,LSOA,Birmingham 042B,0,0,20,350,90,0,50,0,0,0,0,0,0,2017
E01009087,LSOA,Birmingham 042C,0,0,0,520,50,40,0,0,0,0,0,0,0,2017
E01009091,LSOA,Birmingham 045B,0,10,0,180,70,10,0,210,110,0,100,0,0,2017
E01009094,LSOA,Birmingham 054C,0,0,10,320,10,0,80,60,30,0,20,10,0,2017
E01009095,LSOA,Birmingham 056A,80,40,0,330,0,60,40,20,20,50,0,0,0,2017
E01009098,LSOA,Birmingham 025C,30,0,30,60,90,40,70,10,0,340,230,30,30,2017
E01009099,LSOA,Birmingham 029C,0,0,0,0,0,80,180,20,0,350,180,20,0,2017
E01009108,LSOA,Birmingham 127A,0,0,10,80,40,130,100,110,0,0,0,0,0,2017
E01009110,LSOA,Birmingham 128B,0,0,0,0,80,60,0,300,150,30,20,0,20,2017
E01009121,LSOA,Birmingham 014A,0,0,290,130,0,0,0,30,0,250,260,70,20,2017
E01009122,LSOA,Birmingham 014B,0,0,310,210,0,0,100,0,0,20,0,0,30,2017
E01009135,LSOA,Birmingham 010A,0,0,0,30,0,20,0,90,470,0,0,0,0,2017
E01009158,LSOA,Birmingham 129A,10,0,0,50,30,20,240,10,0,180,240,40,20,2017
E01009175,LSOA,Birmingham 104A,460,90,0,0,30,0,10,20,0,0,0,0,10,2017
E01009178,LSOA,Birmingham 104C,440,180,10,10,10,0,20,0,60,0,20,20,30,2017
E01009192,LSOA,Birmingham 052B,400,140,0,0,0,0,0,0,50,20,10,0,10,2017
E01009204,LSOA,Birmingham 052E,0,0,0,40,60,210,230,0,0,150,0,10,30,2017
E01009205,LSOA,Birmingham 120A,70,40,160,170,10,70,90,30,0,20,10,0,0,2017
E01009206,LSOA,Birmingham 120B,20,0,60,290,40,120,90,40,10,0,0,0,0,2017
E01009218,LSOA,Birmingham 120D,30,30,110,240,30,80,70,0,0,0,60,0,0,2017
E01009225,LSOA,Birmingham 013B,0,10,0,10,510,50,50,0,40,30,0,10,80,2017
E01009235,LSOA,Birmingham 016A,0,0,0,540,90,0,10,10,0,0,0,0,0,2017
E01009244,LSOA,Birmingham 019C,0,0,0,460,20,20,140,0,0,10,0,90,10,2017
E01009245,LSOA,Birmingham 016C,0,10,10,350,60,110,0,40,0,0,10,0,0,2017
E01009252,LSOA,Birmingham 073C,150,230,100,100,0,10,20,20,10,0,0,40,0,2017
E01009256,LSOA,Birmingham 085D,0,0,90,470,0,0,120,0,0,0,10,0,0,2017
E01009248,LSOA,Birmingham 019D,0,0,0,710,0,0,0,0,0,0,0,0,0,2017
E01009274,LSOA,Birmingham 036C,320,70,20,120,10,30,70,0,20,50,30,20,20,2017
E01009275,LSOA,Birmingham 039A,420,50,0,0,10,10,20,10,0,0,0,10,20,2017
E01009279,LSOA,Birmingham 133E,0,0,0,370,70,0,20,0,0,0,0,0,0,2017
E01009289,LSOA,Birmingham 096E,310,200,0,0,0,0,40,0,10,10,20,0,10,2017
E01009306,LSOA,Birmingham 046B,0,0,10,30,360,60,40,90,60,0,50,50,0,2017
E01009308,LSOA,Birmingham 046C,0,0,0,0,460,20,0,90,0,0,230,0,0,2017
E01009314,LSOA,Birmingham 069B,0,0,0,240,320,50,20,0,0,0,50,40,10,2017
E01009315,LSOA,Birmingham 081A,10,0,10,220,80,210,100,130,40,0,10,0,10,2017
E01009317,LSOA,Birmingham 081C,0,0,0,300,370,90,0,0,0,0,0,130,0,2017
E01009325,LSOA,Birmingham 063A,0,60,280,110,0,0,10,0,0,60,0,0,0,2017
E01009327,LSOA,Birmingham 139B,60,340,40,0,0,0,0,0,0,0,0,0,0,2017
E01009328,LSOA,Birmingham 139C,340,190,0,0,10,0,0,0,0,0,0,0,0,2017
E01009331,LSOA,Birmingham 139D,320,260,0,0,0,0,0,0,0,0,0,0,0,2017
E01009342,LSOA,Birmingham 063D,10,320,60,10,0,0,0,0,0,10,10,0,10,2017
E01009344,LSOA,Birmingham 139H,340,10,0,0,70,10,10,0,30,10,0,0,10,2017
E01009349,LSOA,Birmingham 036D,250,230,60,10,0,0,0,30,50,0,0,0,10,2017
E01009351,LSOA,Birmingham 036E,510,0,60,0,0,0,10,10,0,0,0,0,0,2017
E01009361,LSOA,Birmingham 047E,650,80,0,0,0,20,20,50,0,0,10,0,10,2017
E01009374,LSOA,Birmingham 084B,0,0,0,0,80,0,0,270,40,0,0,0,50,2017
E01009377,LSOA,Birmingham 083C,50,200,0,0,30,10,20,10,90,30,10,0,30,2017
E01009384,LSOA,Birmingham 092E,200,0,0,20,10,10,20,60,130,150,0,20,80,2017
E01009391,LSOA,Birmingham 140D,420,110,0,0,10,0,0,0,0,0,0,0,20,2017
E01009410,LSOA,Birmingham 026D,120,90,140,270,20,0,10,30,60,60,30,20,50,2017
E01009414,LSOA,Birmingham 030E,50,370,50,110,10,10,0,90,10,0,70,110,20,2017
E01009418,LSOA,Birmingham 001B,0,20,30,20,40,170,40,260,70,0,10,0,0,2017
E01009419,LSOA,Birmingham 001C,0,0,10,30,60,350,90,20,0,10,10,20,0,2017
E01009420,LSOA,Birmingham 003B,0,0,70,140,0,370,10,20,40,0,10,20,0,2017
E01009425,LSOA,Birmingham 002D,30,100,80,20,10,310,60,70,0,0,160,20,0,2017
E01009429,LSOA,Birmingham 003D,40,10,10,50,50,360,20,50,0,0,0,10,0,2017
E01009432,LSOA,Birmingham 006A,10,20,60,30,40,330,140,0,0,0,20,0,0,2017
E01008989,LSOA,Birmingham 064D,260,60,10,70,0,110,60,190,110,0,0,0,40,2017
E01008992,LSOA,Birmingham 079C,70,20,40,20,10,110,130,70,60,30,0,20,0,2017
E01008998,LSOA,Birmingham 031A,10,100,460,40,0,0,30,0,0,0,0,10,0,2017
E01009007,LSOA,Birmingham 023D,330,200,10,20,80,10,0,70,90,0,20,10,10,2017
E01009011,LSOA,Birmingham 028B,0,10,160,230,0,30,90,0,80,140,70,20,10,2017
E01009012,LSOA,Birmingham 028C,10,80,110,210,0,10,110,0,0,60,10,0,0,2017
E01009015,LSOA,Birmingham 089G,80,20,170,70,0,20,90,70,20,160,50,20,30,2017
E01009018,LSOA,Birmingham 090B,160,70,130,60,30,10,120,30,40,10,20,10,30,2017
E01009022,LSOA,Birmingham 098B,0,10,320,240,0,0,0,10,10,0,20,0,0,2017
E01009024,LSOA,Birmingham 103D,0,0,130,360,50,0,80,0,0,0,0,10,0,2017
E01009033,LSOA,Birmingham 103F,0,0,30,640,10,0,0,0,0,0,0,0,10,2017
E01009034,LSOA,Birmingham 108B,0,40,230,240,0,0,0,0,10,0,0,40,10,2017
E01009037,LSOA,Birmingham 105D,10,20,310,40,10,10,40,50,120,40,30,40,50,2017
E01009044,LSOA,Birmingham 097C,100,290,10,50,0,0,0,20,0,0,0,0,10,2017
E01009050,LSOA,Birmingham 035A,310,70,10,120,20,10,20,60,0,40,0,0,40,2017
E01009056,LSOA,Birmingham 032B,170,70,30,110,0,0,90,70,30,20,110,40,30,2017
E01009059,LSOA,Birmingham 035E,430,70,0,10,0,0,0,10,0,10,10,0,50,2017
E01009067,LSOA,Birmingham 075B,130,400,30,0,0,20,40,30,10,0,10,10,50,2017
E01009070,LSOA,Birmingham 073B,30,20,120,260,0,20,100,30,30,0,100,10,10,2017
E01009071,LSOA,Birmingham 087B,80,70,20,90,130,80,80,100,80,10,20,10,50,2017
E01009072,LSOA,Birmingham 075E,160,230,120,10,0,40,90,50,90,10,60,30,10,2017
E01009079,LSOA,Birmingham 038A,0,0,0,0,0,40,700,0,0,0,0,0,0,2017
E01009080,LSOA,Birmingham 038B,0,0,0,20,20,300,30,0,10,30,0,0,0,2017
E01009082,LSOA,Birmingham 044A,0,0,0,0,0,0,510,0,0,0,0,0,0,2017
E01009089,LSOA,Birmingham 042D,0,0,20,410,90,0,0,0,0,0,0,0,0,2017
E01009097,LSOA,Birmingham 029B,0,0,0,0,0,70,340,0,0,90,300,0,0,2017
E01009106,LSOA,Birmingham 029F,0,0,0,0,0,10,550,0,0,20,10,0,0,2017
E01009111,LSOA,Birmingham 127B,0,0,0,260,100,140,50,0,0,0,0,60,0,2017
E01009115,LSOA,Birmingham 128E,0,0,0,0,0,0,10,610,0,10,0,10,0,2017
E01009123,LSOA,Birmingham 022A,0,0,100,160,0,80,120,100,0,50,0,20,10,2017
E01009129,LSOA,Birmingham 014C,0,0,50,540,0,0,0,0,0,0,0,0,0,2017
E01009146,LSOA,Birmingham 136B,0,0,0,0,0,0,220,440,150,50,230,150,30,2017
E01009151,LSOA,Birmingham 053A,500,90,0,0,0,10,0,0,0,0,10,0,0,2017
E01009155,LSOA,Birmingham 125B,0,0,0,0,0,0,0,610,0,0,0,0,0,2017
E01009165,LSOA,Birmingham 129C,0,0,40,40,40,170,0,40,100,220,0,0,20,2017
E01009184,LSOA,Birmingham 092B,450,80,10,10,0,0,30,10,70,10,30,0,30,2017
E01009186,LSOA,Birmingham 088D,40,10,90,160,10,230,90,60,0,50,10,60,10,2017
E01009195,LSOA,Birmingham 058A,10,350,210,0,0,0,0,30,0,70,0,0,0,2017
E01008882,LSOA,Birmingham 066A,30,10,230,160,0,10,190,0,0,40,20,10,0,2017
E01008883,LSOA,Birmingham 078A,150,180,110,170,10,0,10,0,20,10,0,0,10,2017
E01008884,LSOA,Birmingham 078B,600,20,10,0,0,0,10,20,20,0,0,20,10,2017
E01008895,LSOA,Birmingham 089F,120,80,30,300,0,0,10,0,90,0,180,10,10,2017
E01008910,LSOA,Birmingham 050A,0,0,0,0,0,0,260,290,10,70,0,0,0,2017
E01008914,LSOA,Birmingham 050C,10,20,0,0,10,260,360,0,0,110,240,40,10,2017
E01008920,LSOA,Birmingham 094B,0,0,0,30,90,60,330,20,40,0,0,0,0,2017
E01008961,LSOA,Birmingham 116C,200,170,0,20,0,210,30,50,60,10,10,0,30,2017
E01008969,LSOA,Birmingham 117C,0,220,300,100,0,0,0,0,50,0,0,0,20,2017
E01008986,LSOA,Birmingham 064A,420,70,30,70,0,10,20,0,60,0,70,0,90,2017
E01008987,LSOA,Birmingham 064B,360,10,0,0,0,0,70,110,70,0,10,30,10,2017
E01008897,LSOA,Birmingham 067B,0,20,430,0,0,10,0,130,10,0,0,10,0,2017
E01008899,LSOA,Birmingham 037A,60,70,0,60,0,30,160,130,70,0,0,0,10,2017
E01008907,LSOA,Birmingham 040B,370,20,0,0,0,0,0,20,70,40,0,10,90,2017
E01008915,LSOA,Birmingham 030A,60,330,10,140,10,0,0,0,0,0,0,0,10,2017
E01008918,LSOA,Birmingham 094A,0,0,30,0,0,0,270,410,0,0,0,0,30,2017
E01008925,LSOA,Birmingham 102C,0,0,0,0,0,0,490,20,0,0,0,0,0,2017
E01008928,LSOA,Birmingham 102E,0,0,10,0,140,30,0,300,140,0,30,50,50,2017
E01008936,LSOA,Birmingham 111C,0,0,60,140,220,230,10,0,0,0,0,0,0,2017
E01008938,LSOA,Birmingham 111D,0,0,590,0,0,0,0,0,0,0,0,0,0,2017
E01008947,LSOA,Birmingham 122C,10,0,0,370,10,40,20,50,30,20,0,0,0,2017
E01008951,LSOA,Birmingham 112A,230,320,0,0,0,20,0,0,0,0,0,0,0,2017
E01008952,LSOA,Birmingham 112B,410,260,20,40,10,0,0,0,10,20,20,10,50,2017
E01008958,LSOA,Birmingham 113C,10,0,60,60,20,0,180,380,20,30,0,0,30,2017
E01008960,LSOA,Birmingham 116B,170,270,50,20,0,0,0,0,50,0,40,0,10,2017
E01008968,LSOA,Birmingham 110B,60,120,110,170,0,0,40,60,50,10,70,20,20,2017
E01008975,LSOA,Birmingham 118D,0,0,0,420,100,30,0,40,60,0,20,10,10,2017
E01008976,LSOA,Birmingham 121A,0,0,0,210,10,70,310,80,0,0,10,0,10,2017
E01008984,LSOA,Birmingham 074A,80,10,30,0,0,80,310,130,60,40,110,0,10,2017
E01009450,LSOA,Birmingham 012E,40,40,0,20,150,200,90,10,0,30,70,10,10,2014
E01009274,LSOA,Birmingham 036C,310,70,20,120,10,30,70,0,20,50,30,20,20,2014
E01032591,LSOA,Birmingham 133F,0,0,0,70,250,100,50,30,0,0,0,0,0,2014
E01009170,LSOA,Birmingham 131C,0,0,0,350,20,240,10,0,0,20,0,0,0,2014
E01009186,LSOA,Birmingham 088D,40,10,90,160,10,230,90,90,0,50,10,10,10,2014
E01009496,LSOA,Birmingham 109B,10,0,0,260,50,280,20,10,0,0,10,0,0,2014
E01009348,LSOA,Birmingham 047A,130,30,0,0,0,0,130,340,50,0,140,40,10,2014
E01009312,LSOA,Birmingham 072A,0,0,0,360,100,10,30,60,10,50,0,0,0,2014
E01009449,LSOA,Birmingham 009A,40,220,50,50,10,20,320,20,140,0,140,0,10,2014
E01009275,LSOA,Birmingham 039A,430,50,0,0,10,10,20,10,0,0,0,0,10,2014
E01009062,LSOA,Birmingham 040E,380,10,0,0,40,0,0,20,60,0,0,0,20,2014
E01009345,LSOA,Birmingham 053D,280,10,0,0,0,0,0,170,60,0,10,10,0,2014
E01009158,LSOA,Birmingham 129A,10,0,0,50,30,30,240,10,0,190,240,30,0,2014
E01008909,LSOA,Birmingham 041D,0,0,0,0,0,0,310,30,0,120,20,80,0,2014
E01008940,LSOA,Birmingham 115B,20,0,380,50,10,0,10,10,50,0,10,0,50,2014
E01009288,LSOA,Birmingham 100C,120,30,60,50,10,20,40,100,30,10,0,0,10,2014
E01009009,LSOA,Birmingham 025B,20,0,30,260,0,30,50,180,0,0,50,0,0,2014
E01009218,LSOA,Birmingham 120D,30,30,110,240,30,80,70,0,0,0,60,0,0,2014
E01009120,LSOA,Birmingham 123D,20,10,10,200,20,190,10,90,60,20,10,0,0,2014
E01009214,LSOA,Birmingham 126D,0,0,0,10,460,70,160,0,10,80,10,0,0,2014
E01009417,LSOA,Birmingham 001A,10,10,30,70,140,180,90,0,80,0,10,30,0,2014
E01009425,LSOA,Birmingham 002D,30,100,80,20,10,320,60,70,0,0,160,20,10,2014
E01009416,LSOA,Birmingham 003A,40,10,90,40,0,140,20,120,0,120,460,70,0,2014
E01009403,LSOA,Birmingham 020A,0,20,460,140,0,0,0,0,0,0,0,0,0,2014
E01009405,LSOA,Birmingham 020C,10,40,220,170,0,60,120,0,0,0,0,0,0,2014
E01009406,LSOA,Birmingham 020D,10,20,180,180,0,40,140,90,60,10,50,0,10,2014
E01009442,LSOA,Birmingham 021C,0,10,0,60,420,40,10,70,0,0,0,0,0,2014
E01009123,LSOA,Birmingham 022A,0,0,100,160,0,80,120,100,0,50,0,0,10,2014
E01009232,LSOA,Birmingham 022D,20,0,110,380,60,0,20,30,0,0,0,0,0,2014
E01009002,LSOA,Birmingham 023A,0,120,40,10,0,120,350,40,0,0,0,0,0,2014
E01009007,LSOA,Birmingham 023D,320,190,10,20,80,10,0,70,90,0,20,0,10,2014
E01009238,LSOA,Birmingham 024B,0,0,90,410,10,40,10,0,60,0,10,0,0,2014
E01009240,LSOA,Birmingham 024C,0,0,0,580,0,0,0,0,50,0,0,0,0,2014
E01009242,LSOA,Birmingham 024E,0,0,30,570,0,0,0,0,20,0,10,0,0,2014
E01009105,LSOA,Birmingham 025E,0,0,20,530,10,0,0,50,40,0,0,0,10,2014
E01009126,LSOA,Birmingham 026A,0,0,0,560,0,0,0,0,0,0,0,0,0,2014
E01009408,LSOA,Birmingham 026B,10,110,270,270,10,0,0,0,0,0,20,0,10,2014
E01009409,LSOA,Birmingham 026C,270,240,70,10,0,30,0,30,50,0,20,90,40,2014
E01009011,LSOA,Birmingham 028B,0,10,160,230,0,30,90,0,80,140,70,0,10,2014
E01009096,LSOA,Birmingham 029A,0,0,10,0,0,110,540,0,20,20,80,0,10,2014
E01009351,LSOA,Birmingham 036E,510,0,60,0,0,0,10,10,0,0,0,0,0,2014
E01009354,LSOA,Birmingham 036F,240,30,20,0,40,0,0,130,40,20,0,0,0,2014
E01008899,LSOA,Birmingham 037A,60,70,0,60,0,30,160,130,70,0,0,0,10,2014
E01008901,LSOA,Birmingham 037C,110,30,0,0,0,0,60,310,80,0,30,0,0,2014
E01009080,LSOA,Birmingham 038B,0,0,0,20,20,300,30,0,10,30,0,0,0,2014
E01009081,LSOA,Birmingham 038C,0,0,0,100,0,130,320,0,0,20,0,0,0,2014
E01008907,LSOA,Birmingham 040B,370,20,0,0,0,0,0,20,70,40,0,10,80,2014
E01009048,LSOA,Birmingham 040D,340,70,10,100,0,0,20,0,0,30,20,10,30,2014
E01033628,LSOA,Birmingham 041F,370,10,0,0,0,0,130,170,50,50,0,40,70,2014
E01009084,LSOA,Birmingham 042A,0,0,10,260,150,60,30,10,0,0,0,0,0,2014
E01009085,LSOA,Birmingham 042B,0,0,20,350,90,0,50,0,0,0,0,0,0,2014
E01009087,LSOA,Birmingham 042C,0,0,0,520,50,40,0,0,0,0,0,0,0,2014
E01009090,LSOA,Birmingham 042E,10,0,100,390,0,10,0,30,0,0,0,0,10,2014
E01009201,LSOA,Birmingham 043A,30,0,0,0,0,80,200,350,40,10,0,0,20,2014
E01009203,LSOA,Birmingham 043C,0,0,0,0,80,610,190,10,50,90,40,0,80,2014
E01009101,LSOA,Birmingham 029D,0,0,20,0,0,40,270,50,0,170,90,10,10,2014
E01009414,LSOA,Birmingham 030E,50,370,50,110,10,10,0,90,10,0,70,110,10,2014
E01008998,LSOA,Birmingham 031A,20,100,460,40,0,0,30,0,0,0,0,10,0,2014
E01009000,LSOA,Birmingham 031C,100,190,30,10,0,70,70,150,0,140,0,20,10,2014
E01009400,LSOA,Birmingham 031E,70,120,210,120,0,30,10,10,0,0,10,0,20,2014
E01009301,LSOA,Birmingham 057D,0,0,0,0,500,50,140,0,50,60,0,0,0,2014
E01009303,LSOA,Birmingham 057E,0,0,0,30,160,30,120,180,0,220,0,0,0,2014
E01009195,LSOA,Birmingham 058A,10,350,210,0,0,0,0,30,0,70,0,0,0,2014
E01033647,LSOA,Birmingham 058E,120,120,60,70,20,0,0,0,0,30,0,0,0,2014
E01009140,LSOA,Birmingham 060C,180,100,110,40,10,0,80,130,50,0,0,10,50,2014
E01009147,LSOA,Birmingham 060E,240,190,60,20,0,10,0,0,20,0,70,0,20,2014
E01009512,LSOA,Birmingham 062A,0,0,0,160,420,0,0,10,0,0,10,90,10,2014
E01009517,LSOA,Birmingham 062D,0,0,60,50,510,10,30,0,0,0,0,0,10,2014
E01033642,LSOA,Birmingham 063F,30,420,280,100,10,0,0,0,30,0,10,0,0,2014
E01008986,LSOA,Birmingham 064A,400,70,30,80,0,10,20,0,60,0,70,0,80,2014
E01008988,LSOA,Birmingham 064C,420,50,20,90,0,10,80,90,30,160,40,60,60,2014
E01008989,LSOA,Birmingham 064D,250,50,10,70,0,110,60,190,110,0,0,90,30,2014
E01008991,LSOA,Birmingham 064F,40,10,10,10,0,110,310,90,20,0,0,0,10,2014
E01008896,LSOA,Birmingham 066B,0,0,490,10,0,0,60,0,10,0,0,0,0,2014
E01008898,LSOA,Birmingham 066C,0,0,430,10,0,20,110,0,0,0,0,0,0,2014
E01009521,LSOA,Birmingham 067E,30,110,160,240,0,50,0,10,40,0,0,0,0,2014
E01009321,LSOA,Birmingham 069C,0,0,0,0,510,30,110,0,0,0,130,0,0,2014
E01009322,LSOA,Birmingham 069D,0,0,0,0,500,20,90,0,0,0,10,90,0,2014
E01009329,LSOA,Birmingham 070A,470,140,10,0,0,0,0,10,20,30,20,10,0,2014
E01009338,LSOA,Birmingham 070D,360,20,0,0,0,0,0,0,40,0,0,0,0,2014
E01009380,LSOA,Birmingham 070E,400,0,0,0,0,0,0,0,70,0,0,0,0,2014
E01009362,LSOA,Birmingham 071A,40,0,0,0,0,50,340,10,0,20,40,0,10,2014
E01009379,LSOA,Birmingham 071E,70,10,0,0,0,40,190,250,50,50,0,30,50,2014
E01009324,LSOA,Birmingham 072B,0,0,0,570,120,10,40,0,0,0,0,0,0,2014
E01009519,LSOA,Birmingham 072C,0,0,0,530,30,50,0,0,0,0,0,0,0,2014
E01009252,LSOA,Birmingham 073C,160,230,100,100,0,10,20,20,10,0,0,0,0,2014
E01009261,LSOA,Birmingham 073E,0,40,100,390,10,30,60,50,0,0,0,0,0,2014
E01008984,LSOA,Birmingham 074A,80,10,30,0,0,80,310,130,60,40,110,0,10,2014
E01009067,LSOA,Birmingham 075B,130,400,30,0,0,20,40,30,10,0,10,0,50,2014
E01008885,LSOA,Birmingham 076A,0,50,0,460,0,0,0,0,0,0,0,0,0,2014
E01009368,LSOA,Birmingham 077A,260,10,0,0,20,20,0,10,40,0,0,0,60,2014
E01009371,LSOA,Birmingham 077D,320,90,0,0,0,0,10,20,0,70,0,0,10,2014
E01033650,LSOA,Birmingham 077F,410,130,20,0,10,0,20,20,70,0,20,0,10,2014
E01008884,LSOA,Birmingham 078B,590,20,10,0,0,0,10,20,20,0,0,20,10,2014
E01009420,LSOA,Birmingham 003B,0,0,70,140,0,370,10,20,40,0,10,0,0,2014
E01009426,LSOA,Birmingham 003C,0,0,10,30,20,410,150,0,0,0,10,0,0,2014
E01009431,LSOA,Birmingham 003E,0,30,10,30,20,430,10,40,10,10,20,60,0,2014
E01009427,LSOA,Birmingham 004C,30,70,50,20,10,150,110,160,30,60,20,10,10,2014
E01009468,LSOA,Birmingham 004F,10,70,90,60,10,200,130,50,0,0,0,0,0,2014
E01009445,LSOA,Birmingham 005A,0,0,0,0,170,420,0,10,0,50,40,0,0,2014
E01009447,LSOA,Birmingham 005C,10,10,40,50,360,160,10,0,0,0,20,10,0,2014
E01009444,LSOA,Birmingham 006D,0,0,20,130,20,420,20,0,0,0,20,0,0,2014
E01009221,LSOA,Birmingham 007A,0,0,80,480,30,10,0,0,0,0,0,0,0,2014
E01009467,LSOA,Birmingham 007D,0,0,10,200,130,80,60,170,0,10,20,0,0,2014
E01009222,LSOA,Birmingham 008B,0,0,130,380,0,30,0,0,0,50,40,0,0,2014
E01009233,LSOA,Birmingham 008D,0,0,200,420,0,0,0,0,0,0,0,0,0,2014
E01009471,LSOA,Birmingham 009E,60,90,50,140,10,130,80,40,10,40,100,0,30,2014
E01009135,LSOA,Birmingham 010A,0,0,0,30,0,20,0,90,470,0,0,0,0,2014
E01009473,LSOA,Birmingham 010E,10,50,50,360,30,0,40,40,0,80,40,0,0,2014
E01009474,LSOA,Birmingham 010F,50,60,30,400,20,60,20,0,10,10,10,0,0,2014
E01009127,LSOA,Birmingham 011A,0,0,390,120,0,0,0,60,0,30,0,0,0,2014
E01009130,LSOA,Birmingham 011C,0,0,300,140,0,0,60,50,0,70,0,0,0,2014
E01009131,LSOA,Birmingham 011D,0,0,370,150,0,0,0,0,0,0,0,0,0,2014
E01009133,LSOA,Birmingham 011E,0,0,170,250,20,0,0,170,0,0,0,0,10,2014
E01009134,LSOA,Birmingham 011F,0,0,350,250,0,0,40,0,10,0,0,0,20,2014
E01009438,LSOA,Birmingham 012C,0,0,0,0,0,0,0,330,240,50,0,0,0,2014
E01009223,LSOA,Birmingham 013A,0,0,30,320,70,140,40,0,80,0,0,0,0,2014
E01009225,LSOA,Birmingham 013B,0,10,0,10,510,50,50,0,40,30,0,0,70,2014
E01009227,LSOA,Birmingham 013C,0,0,40,400,60,70,0,10,110,0,20,0,0,2014
E01009129,LSOA,Birmingham 014C,0,0,50,540,0,0,0,0,0,0,0,0,0,2014
E01009136,LSOA,Birmingham 014E,0,0,80,0,0,0,0,470,150,40,60,10,0,2014
E01009457,LSOA,Birmingham 015A,0,10,40,60,40,460,60,0,0,0,0,0,0,2014
E01009461,LSOA,Birmingham 015C,0,0,20,140,20,40,0,130,150,50,0,0,0,2014
E01009235,LSOA,Birmingham 016A,0,0,0,540,90,0,10,10,0,0,0,0,0,2014
E01009245,LSOA,Birmingham 016C,0,10,10,350,60,110,0,40,0,0,10,0,0,2014
E01009247,LSOA,Birmingham 016E,0,0,0,590,0,10,0,0,0,0,0,0,0,2014
E01009230,LSOA,Birmingham 017C,10,0,70,470,0,60,40,20,0,0,0,30,0,2014
E01009001,LSOA,Birmingham 018A,60,50,150,150,10,30,30,70,70,30,30,50,10,2014
E01009462,LSOA,Birmingham 018F,170,270,130,40,10,40,100,0,70,0,10,0,10,2014
E01009234,LSOA,Birmingham 019A,0,0,0,610,0,0,0,10,0,20,0,0,0,2014
E01009248,LSOA,Birmingham 019D,0,0,0,710,0,0,0,0,0,0,0,0,0,2014
E01009280,LSOA,Birmingham 100A,100,170,100,30,0,10,0,60,100,10,0,0,0,2014
E01009293,LSOA,Birmingham 100D,170,190,70,130,10,0,0,0,60,0,10,0,0,2014
E01008924,LSOA,Birmingham 101A,0,0,0,150,170,170,10,10,40,90,0,0,0,2014
E01009503,LSOA,Birmingham 101D,0,0,600,10,0,0,10,0,0,0,0,0,0,2014
E01009505,LSOA,Birmingham 101E,0,0,280,30,130,140,10,0,0,20,50,20,0,2014
E01008917,LSOA,Birmingham 102A,0,0,10,20,60,20,20,100,210,70,10,10,0,2014
E01008925,LSOA,Birmingham 102C,0,0,0,0,0,0,500,20,0,0,0,0,0,2014
E01009024,LSOA,Birmingham 103D,0,0,130,360,50,0,80,0,0,0,0,10,0,2014
E01009025,LSOA,Birmingham 103E,0,0,280,310,0,0,0,10,0,0,0,0,0,2014
E01009033,LSOA,Birmingham 103F,0,0,30,640,10,0,0,0,0,0,0,0,10,2014
E01009175,LSOA,Birmingham 104A,460,90,0,0,30,0,10,20,0,0,0,0,0,2014
E01009177,LSOA,Birmingham 104B,420,160,10,10,10,0,0,10,20,0,30,0,10,2014
E01009179,LSOA,Birmingham 104D,210,30,130,140,10,30,70,0,10,10,0,0,0,2014
E01008934,LSOA,Birmingham 105B,0,0,10,260,150,90,0,0,40,0,10,0,0,2014
E01009031,LSOA,Birmingham 105C,0,0,200,260,20,20,50,30,0,0,10,50,20,2014
E01009037,LSOA,Birmingham 105D,10,20,310,40,10,10,40,50,120,40,30,30,50,2014
E01009176,LSOA,Birmingham 105E,40,50,90,30,0,50,280,80,30,0,30,0,10,2014
E01008929,LSOA,Birmingham 106C,0,0,0,0,190,270,0,30,60,150,0,0,0,2014
E01008953,LSOA,Birmingham 107A,20,130,110,20,20,20,320,0,0,0,0,0,10,2014
E01008966,LSOA,Birmingham 107E,120,20,260,70,0,40,60,10,0,10,140,0,10,2014
E01009036,LSOA,Birmingham 108D,10,40,230,70,10,0,20,30,100,0,10,0,40,2014
E01009494,LSOA,Birmingham 109A,0,0,0,0,20,310,100,0,0,0,210,0,10,2014
E01009506,LSOA,Birmingham 109E,0,0,0,0,10,350,230,0,50,0,0,10,0,2014
E01008967,LSOA,Birmingham 110A,20,20,180,90,40,140,100,30,10,10,0,0,0,2014
E01008981,LSOA,Birmingham 110D,60,190,150,60,20,40,40,10,10,0,10,10,10,2014
E01008932,LSOA,Birmingham 111A,90,10,340,60,0,20,120,0,0,10,10,0,10,2014
E01008980,LSOA,Birmingham 121D,0,0,0,0,0,60,410,180,50,0,0,0,0,2014
E01008945,LSOA,Birmingham 122A,10,10,150,290,10,10,50,110,20,0,120,10,10,2014
E01008947,LSOA,Birmingham 122C,10,0,0,370,10,40,20,50,30,20,0,0,0,2014
E01008948,LSOA,Birmingham 122D,0,0,10,350,120,140,10,0,0,0,20,0,0,2014
E01008977,LSOA,Birmingham 123A,0,30,240,220,50,0,60,20,70,0,20,0,10,2014
E01009162,LSOA,Birmingham 124A,0,0,0,460,0,90,100,0,10,0,10,0,10,2014
